BatchStart
|obsid         |prnb |status           |pi_lname    |pi_fname|target_name |ra        |dec      |time                 |duration|exposure|_Search_Offset      |
|91702-01-70-02|91702|archived         |HOMAN       |JEROEN  |GRO_J1655-40|16 54 00.2|-39 50 46|2005-06-02 18:52:28.4|    5939|    3485|0.024 (GRO J1655-40)|
|91702-01-18-10|91702|archived         |HOMAN       |JEROEN  |GRO_J1655-40|16 54 00.2|-39 50 46|2005-07-26 19:03:26.8|    4234|    3484|0.024 (GRO J1655-40)|
|90704-04-01-00|90704|archived         |TOMSICK     |JOHN    |GRO_J1655-40|16 54 00.2|-39 50 46|2005-03-10 17:40:37.1|    4325|    3476|0.024 (GRO J1655-40)|
|91702-01-34-10|91702|archived         |HOMAN       |JEROEN  |GRO_J1655-40|16 54 00.2|-39 50 46|2005-08-16 02:31:01.6|    4277|    3474|0.024 (GRO J1655-40)|
|91702-01-88-05|91702|archived         |HOMAN       |JEROEN  |GRO_J1655-40|16 54 00.2|-39 50 46|2005-10-05 22:59:32.9|    4794|    3474|0.024 (GRO J1655-40)|
|91702-01-72-02|91702|archived         |HOMAN       |JEROEN  |GRO_J1655-40|16 54 00.2|-39 50 46|2005-06-04 00:45:34.6|    4225|    3471|0.024 (GRO J1655-40)|
|10261-01-06-00|10261|archived         |CHEN        |WAN     |GRO_J1655-40|16 54 00.0|-39 50 45|1996-06-30 12:47:05.3|    5312|    3468|0.027 (GRO J1655-40)|
|91702-01-42-11|91702|archived         |HOMAN       |JEROEN  |GRO_J1655-40|16 54 00.2|-39 50 46|2005-10-14 03:37:39.4|    5630|    3460|0.024 (GRO J1655-40)|
|91702-01-01-04|91702|archived         |HOMAN       |JEROEN  |GRO_J1655-40|16 54 00.2|-39 50 46|2005-03-09 18:03:42.9|    4433|    3454|0.024 (GRO J1655-40)|
|91702-01-45-01|91702|archived         |HOMAN       |JEROEN  |GRO_J1655-40|16 54 00.2|-39 50 46|2005-05-01 18:58:44.3|    4199|    3448|0.024 (GRO J1655-40)|
|10255-01-06-00|10255|archived         |REMILLARD   |RONALD  |GRO_J1655-40|16 54 00.0|-39 50 45|1996-08-15 14:17:13.9|    8436|    3448|0.027 (GRO J1655-40)|
|91702-01-40-00|91702|archived         |HOMAN       |JEROEN  |GRO_J1655-40|16 54 00.2|-39 50 46|2005-04-25 15:06:42.6|    4200|    3447|0.024 (GRO J1655-40)|
|91702-01-84-03|91702|archived         |HOMAN       |JEROEN  |GRO_J1655-40|16 54 00.2|-39 50 46|2005-06-23 08:43:16.9|    4101|    3446|0.024 (GRO J1655-40)|
|91702-01-41-14|91702|archived         |HOMAN       |JEROEN  |GRO_J1655-40|16 54 00.2|-39 50 46|2005-08-25 00:29:17.4|    4080|    3442|0.024 (GRO J1655-40)|
|91702-01-72-00|91702|archived         |HOMAN       |JEROEN  |GRO_J1655-40|16 54 00.2|-39 50 46|2005-06-04 22:45:20.2|    5779|    3439|0.024 (GRO J1655-40)|
|91702-01-73-03|91702|archived         |HOMAN       |JEROEN  |GRO_J1655-40|16 54 00.2|-39 50 46|2005-06-08 21:08:53.1|    4295|    3436|0.024 (GRO J1655-40)|
|91702-01-41-01|91702|archived         |HOMAN       |JEROEN  |GRO_J1655-40|16 54 00.2|-39 50 46|2005-04-26 17:55:07.1|    5520|    3432|0.024 (GRO J1655-40)|
|91702-01-30-14|91702|archived         |HOMAN       |JEROEN  |GRO_J1655-40|16 54 00.2|-39 50 46|2005-10-05 02:34:56.6|    4181|    3424|0.024 (GRO J1655-40)|
|91702-01-81-00|91702|archived         |HOMAN       |JEROEN  |GRO_J1655-40|16 54 00.2|-39 50 46|2005-09-20 12:01:56.6|    5429|    3424|0.024 (GRO J1655-40)|
|91702-01-30-10|91702|archived         |HOMAN       |JEROEN  |GRO_J1655-40|16 54 00.2|-39 50 46|2005-10-04 23:25:56.6|    4260|    3423|0.024 (GRO J1655-40)|
|91702-01-30-13|91702|archived         |HOMAN       |JEROEN  |GRO_J1655-40|16 54 00.2|-39 50 46|2005-10-05 01:00:57.3|    4259|    3422|0.024 (GRO J1655-40)|
|91702-01-42-00|91702|archived         |HOMAN       |JEROEN  |GRO_J1655-40|16 54 00.2|-39 50 46|2005-04-28 19:58:26.4|    4997|    3417|0.024 (GRO J1655-40)|
|91702-01-19-10|91702|archived         |HOMAN       |JEROEN  |GRO_J1655-40|16 54 00.2|-39 50 46|2005-07-27 18:40:57.2|    4080|    3413|0.024 (GRO J1655-40)|
|91702-01-20-10|91702|archived         |HOMAN       |JEROEN  |GRO_J1655-40|16 54 00.2|-39 50 46|2005-10-03 05:03:02.9|    3935|    3411|0.024 (GRO J1655-40)|
|90058-16-02-00|90058|archived         |SWANK       |JEAN    |GRO_J1655-40|16 54 00.2|-39 50 46|2005-02-21 21:12:01.4|    5965|    3411|0.023 (GRO J1655-40)|
|20402-02-06-00|20402|archived         |TOO         |PUBLIC  |GRO_J1655-40|16 54 00.0|-39 50 45|1997-04-04 15:34:06.8|    6490|    3408|0.027 (GRO J1655-40)|
|91702-01-93-02|91702|archived         |HOMAN       |JEROEN  |GRO_J1655-40|16 54 00.2|-39 50 46|2005-06-29 04:42:36.9|    4085|    3407|0.024 (GRO J1655-40)|
|91702-01-44-13|91702|archived         |HOMAN       |JEROEN  |GRO_J1655-40|16 54 00.2|-39 50 46|2005-10-19 18:48:34.3|    4066|    3406|0.024 (GRO J1655-40)|
|91702-01-88-02|91702|archived         |HOMAN       |JEROEN  |GRO_J1655-40|16 54 00.2|-39 50 46|2005-10-01 07:24:36.9|    4081|    3403|0.024 (GRO J1655-40)|
|90058-16-03-00|90058|archived         |SWANK       |JEAN    |GRO_J1655-40|16 54 00.2|-39 50 46|2005-02-23 00:08:32.4|    4160|    3401|0.024 (GRO J1655-40)|
|91702-01-44-16|91702|archived         |HOMAN       |JEROEN  |GRO_J1655-40|16 54 00.2|-39 50 46|2005-10-20 21:29:09.6|    5038|    3401|0.024 (GRO J1655-40)|
|91704-01-01-02|91704|archived         |TOMSICK     |JOHN    |GRO_J1655-40|16 54 00.2|-39 50 46|2005-09-24 11:53:38.1|    4275|    3401|0.024 (GRO J1655-40)|
|91702-01-89-01|91702|archived         |HOMAN       |JEROEN  |GRO_J1655-40|16 54 00.2|-39 50 46|2005-06-26 05:54:40.3|    4336|    3399|0.024 (GRO J1655-40)|
|91702-01-87-00|91702|archived         |HOMAN       |JEROEN  |GRO_J1655-40|16 54 00.2|-39 50 46|2005-09-27 05:55:36.5|    5695|    3398|0.024 (GRO J1655-40)|
|91702-01-44-00|91702|archived         |HOMAN       |JEROEN  |GRO_J1655-40|16 54 00.2|-39 50 46|2005-04-30 17:49:44.8|    5363|    3391|0.024 (GRO J1655-40)|
|90428-01-01-01|90428|archived         |TOO         |PUBLIC  |GRO_J1655-40|16 54 00.2|-39 50 46|2005-02-26 03:35:44.4|    4090|    3388|0.024 (GRO J1655-40)|
|91702-01-41-12|91702|archived         |HOMAN       |JEROEN  |GRO_J1655-40|16 54 00.2|-39 50 46|2005-08-25 02:03:16.7|    4066|    3382|0.024 (GRO J1655-40)|
|91702-01-91-01|91702|archived         |HOMAN       |JEROEN  |GRO_J1655-40|16 54 00.2|-39 50 46|2005-06-27 05:32:19.4|    4041|    3382|0.024 (GRO J1655-40)|
|91702-01-33-12|91702|archived         |HOMAN       |JEROEN  |GRO_J1655-40|16 54 00.2|-39 50 46|2005-08-13 06:55:26.4|    4138|    3366|0.024 (GRO J1655-40)|
|91702-01-37-12|91702|archived         |HOMAN       |JEROEN  |GRO_J1655-40|16 54 00.2|-39 50 46|2005-10-07 23:49:51.7|    3947|    3364|0.024 (GRO J1655-40)|
|91702-01-86-05|91702|archived         |HOMAN       |JEROEN  |GRO_J1655-40|16 54 00.2|-39 50 46|2005-09-26 11:07:28.1|    4351|    3363|0.024 (GRO J1655-40)|
|91702-01-73-00|91702|archived         |HOMAN       |JEROEN  |GRO_J1655-40|16 54 00.2|-39 50 46|2005-06-06 15:32:28.3|    6372|    3362|0.024 (GRO J1655-40)|
|91702-01-33-10|91702|archived         |HOMAN       |JEROEN  |GRO_J1655-40|16 54 00.2|-39 50 46|2005-08-12 04:11:30.6|    4135|    3358|0.024 (GRO J1655-40)|
|91702-01-21-00|91702|archived         |HOMAN       |JEROEN  |GRO_J1655-40|16 54 00.2|-39 50 46|2005-04-03 15:53:07.3|    5700|    3344|0.024 (GRO J1655-40)|
|91702-01-17-00|91702|archived         |HOMAN       |JEROEN  |GRO_J1655-40|16 54 00.2|-39 50 46|2005-03-30 12:48:37.7|    5235|    3344|0.024 (GRO J1655-40)|
|91702-01-23-12|91702|archived         |HOMAN       |JEROEN  |GRO_J1655-40|16 54 00.2|-39 50 46|2005-07-31 13:55:40.5|    3910|    3323|0.024 (GRO J1655-40)|
|91702-01-17-14|91702|archived         |HOMAN       |JEROEN  |GRO_J1655-40|16 54 00.2|-39 50 46|2005-07-25 16:21:24.2|    3960|    3308|0.024 (GRO J1655-40)|
|91702-01-84-01|91702|archived         |HOMAN       |JEROEN  |GRO_J1655-40|16 54 00.2|-39 50 46|2005-06-21 07:56:34.1|    4727|    3291|0.024 (GRO J1655-40)|
|91702-01-43-00|91702|archived         |HOMAN       |JEROEN  |GRO_J1655-40|16 54 00.2|-39 50 46|2005-04-29 19:52:27.8|    3916|    3290|0.024 (GRO J1655-40)|
|91702-01-35-01|91702|archived         |HOMAN       |JEROEN  |GRO_J1655-40|16 54 00.2|-39 50 46|2005-04-19 20:48:02.9|    5165|    3285|0.024 (GRO J1655-40)|
|91702-01-78-01|91702|archived         |HOMAN       |JEROEN  |GRO_J1655-40|16 54 00.2|-39 50 46|2005-06-14 12:18:45.8|    6163|    3264|0.024 (GRO J1655-40)|
|91702-01-23-11|91702|archived         |HOMAN       |JEROEN  |GRO_J1655-40|16 54 00.2|-39 50 46|  2005-08-02 13:05:45|    3900|    3258|0.024 (GRO J1655-40)|
|91702-01-22-03|91702|archived         |HOMAN       |JEROEN  |GRO_J1655-40|16 54 00.2|-39 50 46|2005-04-04 13:53:24.9|    6739|    3244|0.024 (GRO J1655-40)|
|20402-02-28-01|20402|archived         |TOO         |PUBLIC  |GRO_J1655-40|16 54 00.0|-39 50 45|  1997-08-29 03:49:27|    5719|    3244|0.027 (GRO J1655-40)|
|91702-01-48-00|91702|archived         |HOMAN       |JEROEN  |GRO_J1655-40|16 54 00.2|-39 50 46|2005-05-05 11:08:00.1|    3883|    3223|0.024 (GRO J1655-40)|
|91702-01-73-02|91702|archived         |HOMAN       |JEROEN  |GRO_J1655-40|16 54 00.2|-39 50 46|2005-06-07 13:36:10.7|    6211|    3220|0.024 (GRO J1655-40)|
|91702-01-42-10|91702|archived         |HOMAN       |JEROEN  |GRO_J1655-40|16 54 00.2|-39 50 46|2005-10-15 00:06:20.2|    4847|    3198|0.024 (GRO J1655-40)|
|91702-01-44-02|91702|archived         |HOMAN       |JEROEN  |GRO_J1655-40|16 54 00.2|-39 50 46|2005-05-01 12:46:52.3|    5535|    3183|0.024 (GRO J1655-40)|
|91702-01-53-15|91702|archived         |HOMAN       |JEROEN  |GRO_J1655-40|16 54 00.2|-39 50 46|2005-10-25 16:41:40.7|    3507|    3155|0.024 (GRO J1655-40)|
|91702-01-06-11|91702|archived         |HOMAN       |JEROEN  |GRO_J1655-40|16 54 00.2|-39 50 46|2005-07-12 04:08:43.9|    4142|    3152|0.024 (GRO J1655-40)|
|91702-01-40-10|91702|archived         |HOMAN       |JEROEN  |GRO_J1655-40|16 54 00.2|-39 50 46|2005-08-21 06:52:16.3|    5879|    3145|0.024 (GRO J1655-40)|
|91702-01-53-14|91702|archived         |HOMAN       |JEROEN  |GRO_J1655-40|16 54 00.2|-39 50 46|2005-10-22 20:48:04.6|    4506|    3050|0.024 (GRO J1655-40)|
|91702-01-19-01|91702|archived         |HOMAN       |JEROEN  |GRO_J1655-40|16 54 00.2|-39 50 46|2005-04-03 03:38:07.9|    3479|    3039|0.024 (GRO J1655-40)|
|91702-01-55-10|91702|archived         |HOMAN       |JEROEN  |GRO_J1655-40|16 54 00.2|-39 50 46|2005-11-11 04:51:23.9|    4193|    3012|0.023 (GRO J1655-40)|
|91702-01-22-02|91702|archived         |HOMAN       |JEROEN  |GRO_J1655-40|16 54 00.2|-39 50 46|2005-04-04 06:24:57.3|    3430|    3001|0.024 (GRO J1655-40)|
|91702-01-20-12|91702|archived         |HOMAN       |JEROEN  |GRO_J1655-40|16 54 00.2|-39 50 46|2005-10-03 06:34:37.1|    3841|    2977|0.024 (GRO J1655-40)|
|91702-01-79-01|91702|archived         |HOMAN       |JEROEN  |GRO_J1655-40|16 54 00.2|-39 50 46|2005-09-16 08:54:41.2|    3693|    2974|0.024 (GRO J1655-40)|
|20402-02-25-00|20402|archived         |TOO         |PUBLIC  |GRO_J1655-40|16 54 00.0|-39 50 45|1997-08-14 10:27:42.6|    5436|    2972|0.027 (GRO J1655-40)|
|91702-01-23-10|91702|archived         |HOMAN       |JEROEN  |GRO_J1655-40|16 54 00.2|-39 50 46|2005-07-31 15:24:49.5|    3783|    2959|0.024 (GRO J1655-40)|
|91702-01-35-10|91702|archived         |HOMAN       |JEROEN  |GRO_J1655-40|16 54 00.2|-39 50 46|2005-08-18 01:51:19.6|    3655|    2957|0.024 (GRO J1655-40)|
|91702-01-17-13|91702|archived         |HOMAN       |JEROEN  |GRO_J1655-40|16 54 00.2|-39 50 46|2005-07-25 13:18:24.5|    3600|    2947|0.024 (GRO J1655-40)|
|91702-01-18-03|91702|archived         |HOMAN       |JEROEN  |GRO_J1655-40|16 54 00.2|-39 50 46|2005-03-31 16:14:54.5|    5598|    2946|0.024 (GRO J1655-40)|
|91702-01-62-01|91702|archived         |HOMAN       |JEROEN  |GRO_J1655-40|16 54 00.2|-39 50 46|2005-05-24 05:18:56.7|    3500|    2943|0.024 (GRO J1655-40)|
|91702-01-46-12|91702|archived         |HOMAN       |JEROEN  |GRO_J1655-40|16 54 00.2|-39 50 46|2005-08-28 21:12:34.3|    3300|    2927|0.024 (GRO J1655-40)|
|91702-01-11-01|91702|archived         |HOMAN       |JEROEN  |GRO_J1655-40|16 54 00.2|-39 50 46|2005-03-23 18:57:47.2|    5837|    2895|0.024 (GRO J1655-40)|
|91702-01-27-01|91702|archived         |HOMAN       |JEROEN  |GRO_J1655-40|16 54 00.2|-39 50 46|2005-04-09 20:15:06.9|    4380|    2885|0.024 (GRO J1655-40)|
|91702-01-47-12|91702|archived         |HOMAN       |JEROEN  |GRO_J1655-40|16 54 00.2|-39 50 46|2005-08-28 11:56:59.4|    6368|    2879|0.024 (GRO J1655-40)|
|91702-01-08-11|91702|archived         |HOMAN       |JEROEN  |GRO_J1655-40|16 54 00.2|-39 50 46|2005-07-14 03:20:37.2|    3967|    2879|0.024 (GRO J1655-40)|
|91702-01-44-11|91702|archived         |HOMAN       |JEROEN  |GRO_J1655-40|16 54 00.2|-39 50 46|  2005-10-20 23:08:07|    3120|    2869|0.024 (GRO J1655-40)|
|91702-01-05-12|91702|archived         |HOMAN       |JEROEN  |GRO_J1655-40|16 54 00.2|-39 50 46|2005-07-10 20:53:35.5|    4893|    2865|0.024 (GRO J1655-40)|
|91702-01-37-01|91702|archived         |HOMAN       |JEROEN  |GRO_J1655-40|16 54 00.2|-39 50 46|2005-04-22 14:45:41.2|    3720|    2856|0.024 (GRO J1655-40)|
|20402-02-21-01|20402|archived         |TOO         |PUBLIC  |GRO_J1655-40|16 54 00.0|-39 50 45|1997-07-14 10:06:10.1|    6538|    2854|0.027 (GRO J1655-40)|
|91702-01-25-10|91702|archived         |HOMAN       |JEROEN  |GRO_J1655-40|16 54 00.2|-39 50 46|2005-08-03 07:52:44.3|    3740|    2848|0.024 (GRO J1655-40)|
|20402-02-07-00|20402|archived         |TOO         |PUBLIC  |GRO_J1655-40|16 54 00.0|-39 50 45|1997-04-10 12:27:06.9|    5782|    2836|0.027 (GRO J1655-40)|
|90704-04-01-01|90704|archived         |TOMSICK     |JOHN    |GRO_J1655-40|16 54 00.2|-39 50 46|2005-03-10 14:29:50.8|    4193|    2835|0.024 (GRO J1655-40)|
|91702-01-60-01|91702|archived         |HOMAN       |JEROEN  |GRO_J1655-40|16 54 00.2|-39 50 46|2005-05-20 06:35:08.2|    3126|    2832|0.024 (GRO J1655-40)|
|91702-01-53-17|91702|archived         |HOMAN       |JEROEN  |GRO_J1655-40|16 54 00.2|-39 50 46|2005-10-23 20:24:06.9|    4137|    2826|0.024 (GRO J1655-40)|
|91702-01-69-00|91702|archived         |HOMAN       |JEROEN  |GRO_J1655-40|16 54 00.2|-39 50 46|2005-05-30 15:33:57.3|    4800|    2825|0.024 (GRO J1655-40)|
|91702-01-30-12|91702|archived         |HOMAN       |JEROEN  |GRO_J1655-40|16 54 00.2|-39 50 46|2005-10-06 00:46:27.3|    5020|    2824|0.024 (GRO J1655-40)|
|91702-01-32-01|91702|archived         |HOMAN       |JEROEN  |GRO_J1655-40|16 54 00.2|-39 50 46|2005-04-15 03:40:07.1|    4331|    2817|0.024 (GRO J1655-40)|
|91702-01-46-10|91702|archived         |HOMAN       |JEROEN  |GRO_J1655-40|16 54 00.2|-39 50 46|2005-08-27 23:19:33.9|    3240|    2808|0.024 (GRO J1655-40)|
|91702-01-18-02|91702|archived         |HOMAN       |JEROEN  |GRO_J1655-40|16 54 00.2|-39 50 46|2005-03-31 14:08:37.2|    4938|    2804|0.024 (GRO J1655-40)|
|91702-01-31-01|91702|archived         |HOMAN       |JEROEN  |GRO_J1655-40|16 54 00.2|-39 50 46|2005-04-13 15:14:40.4|    4507|    2797|0.024 (GRO J1655-40)|
|90058-16-05-00|90058|archived         |SWANK       |JEAN    |GRO_J1655-40|16 54 00.2|-39 50 46|2005-02-26 00:30:56.7|    3662|    2792|0.024 (GRO J1655-40)|
|90428-01-01-07|90428|archived         |TOO         |PUBLIC  |GRO_J1655-40|16 54 00.2|-39 50 46|2005-03-02 17:43:47.1|    3902|    2785|0.024 (GRO J1655-40)|
|91702-01-88-03|91702|archived         |HOMAN       |JEROEN  |GRO_J1655-40|16 54 00.2|-39 50 46|  2005-09-30 09:38:07|    3408|    2775|0.024 (GRO J1655-40)|
|91702-01-12-01|91702|archived         |HOMAN       |JEROEN  |GRO_J1655-40|16 54 00.2|-39 50 46|2005-03-24 13:52:54.6|    3681|    2766|0.024 (GRO J1655-40)|
|91702-01-25-02|91702|archived         |HOMAN       |JEROEN  |GRO_J1655-40|16 54 00.2|-39 50 46|2005-04-07 03:43:58.7|    3188|    2757|0.024 (GRO J1655-40)|
|91702-01-54-02|91702|archived         |HOMAN       |JEROEN  |GRO_J1655-40|16 54 00.2|-39 50 46|2005-05-12 11:35:28.6|    3541|    2757|0.024 (GRO J1655-40)|
|91702-01-17-11|91702|archived         |HOMAN       |JEROEN  |GRO_J1655-40|16 54 00.2|-39 50 46|2005-07-24 08:50:04.7|    4707|    2751|0.024 (GRO J1655-40)|
|91702-01-12-02|91702|archived         |HOMAN       |JEROEN  |GRO_J1655-40|16 54 00.2|-39 50 46|2005-03-24 12:17:04.7|    4370|    2750|0.024 (GRO J1655-40)|
|91702-01-52-02|91702|archived         |HOMAN       |JEROEN  |GRO_J1655-40|16 54 00.2|-39 50 46|2005-05-10 05:52:42.8|    4199|    2731|0.024 (GRO J1655-40)|
|91702-01-87-03|91702|archived         |HOMAN       |JEROEN  |GRO_J1655-40|16 54 00.2|-39 50 46|2005-09-23 04:24:19.6|    3721|    2718|0.024 (GRO J1655-40)|
|91702-01-54-03|91702|archived         |HOMAN       |JEROEN  |GRO_J1655-40|16 54 00.2|-39 50 46|2005-05-12 13:09:28.8|    5202|    2700|0.024 (GRO J1655-40)|
|91702-01-54-01|91702|archived         |HOMAN       |JEROEN  |GRO_J1655-40|16 54 00.2|-39 50 46|2005-05-12 10:00:30.5|    3601|    2697|0.024 (GRO J1655-40)|
|91702-01-78-04|91702|archived         |HOMAN       |JEROEN  |GRO_J1655-40|16 54 00.2|-39 50 46|  2005-06-12 19:43:08|    3797|    2694|0.024 (GRO J1655-40)|
|91702-01-43-15|91702|archived         |HOMAN       |JEROEN  |GRO_J1655-40|16 54 00.2|-39 50 46|2005-10-17 23:03:02.9|    3459|    2690|0.024 (GRO J1655-40)|
|91702-01-38-11|91702|archived         |HOMAN       |JEROEN  |GRO_J1655-40|16 54 00.2|-39 50 46|2005-10-10 21:15:07.2|    3151|    2689|0.024 (GRO J1655-40)|
|91702-01-40-02|91702|archived         |HOMAN       |JEROEN  |GRO_J1655-40|16 54 00.2|-39 50 46|2005-04-25 13:32:42.4|    3481|    2665|0.024 (GRO J1655-40)|
|91702-01-86-01|91702|archived         |HOMAN       |JEROEN  |GRO_J1655-40|16 54 00.2|-39 50 46|2005-09-26 03:09:59.6|    3257|    2639|0.024 (GRO J1655-40)|
|91702-01-52-15|91702|archived         |HOMAN       |JEROEN  |GRO_J1655-40|16 54 00.2|-39 50 46|  2005-09-03 23:35:07|    4109|    2612|0.024 (GRO J1655-40)|
|91702-01-18-04|91702|archived         |HOMAN       |JEROEN  |GRO_J1655-40|16 54 00.2|-39 50 46|2005-03-31 08:06:06.9|    3060|    2604|0.024 (GRO J1655-40)|
|91702-01-78-02|91702|archived         |HOMAN       |JEROEN  |GRO_J1655-40|16 54 00.2|-39 50 46|  2005-06-15 10:24:17|    3596|    2604|0.024 (GRO J1655-40)|
|91704-01-01-00|91704|archived         |TOMSICK     |JOHN    |GRO_J1655-40|16 54 00.2|-39 50 46|2005-09-24 04:00:02.9|    3607|    2570|0.024 (GRO J1655-40)|
|91404-01-01-03|91404|archived         |TOO         |PUBLIC  |GRO_J1655-40|16 54 00.2|-39 50 46|2005-03-05 16:31:46.3|    3480|    2547|0.024 (GRO J1655-40)|
|91702-01-05-02|91702|archived         |HOMAN       |JEROEN  |GRO_J1655-40|16 54 00.2|-39 50 46|2005-03-17 19:39:25.9|    3300|    2521|0.024 (GRO J1655-40)|
|91702-01-88-01|91702|archived         |HOMAN       |JEROEN  |GRO_J1655-40|16 54 00.2|-39 50 46|2005-10-02 08:41:03.8|    3658|    2507|0.024 (GRO J1655-40)|
|91702-01-64-02|91702|archived         |HOMAN       |JEROEN  |GRO_J1655-40|16 54 00.2|-39 50 46|2005-05-26 05:48:38.3|    4332|    2503|0.024 (GRO J1655-40)|
|91702-01-41-02|91702|archived         |HOMAN       |JEROEN  |GRO_J1655-40|16 54 00.2|-39 50 46|2005-04-27 12:43:43.1|    3232|    2490|0.024 (GRO J1655-40)|
|91702-01-64-03|91702|archived         |HOMAN       |JEROEN  |GRO_J1655-40|16 54 00.2|-39 50 46|2005-05-26 10:37:47.4|    4882|    2485|0.024 (GRO J1655-40)|
|91702-01-53-02|91702|archived         |HOMAN       |JEROEN  |GRO_J1655-40|16 54 00.2|-39 50 46|2005-05-11 18:12:18.7|    3743|    2473|0.024 (GRO J1655-40)|
|91702-01-38-15|91702|archived         |HOMAN       |JEROEN  |GRO_J1655-40|16 54 00.2|-39 50 46|2005-10-13 07:26:06.7|    3032|    2468|0.024 (GRO J1655-40)|
|20402-02-16-01|20402|archived         |TOO         |PUBLIC  |GRO_J1655-40|16 54 00.0|-39 50 45|1997-06-09 09:34:30.1|    5543|    2458|0.027 (GRO J1655-40)|
|91702-01-19-14|91702|archived         |HOMAN       |JEROEN  |GRO_J1655-40|16 54 00.2|-39 50 46|2005-07-28 16:37:06.8|    3330|    2445|0.024 (GRO J1655-40)|
|91702-01-22-11|91702|archived         |HOMAN       |JEROEN  |GRO_J1655-40|16 54 00.2|-39 50 46|2005-07-30 08:03:30.5|    3862|    2398|0.024 (GRO J1655-40)|
|20402-02-18-00|20402|archived         |TOO         |PUBLIC  |GRO_J1655-40|16 54 00.0|-39 50 45|1997-06-26 19:44:00.7|    6164|    2396|0.027 (GRO J1655-40)|
|91702-01-53-19|91702|archived         |HOMAN       |JEROEN  |GRO_J1655-40|16 54 00.2|-39 50 46|2005-10-25 19:38:07.3|    3780|    2394|0.024 (GRO J1655-40)|
|91702-01-21-01|91702|archived         |HOMAN       |JEROEN  |GRO_J1655-40|16 54 00.2|-39 50 46|2005-04-03 11:20:03.3|    3946|    2392|0.024 (GRO J1655-40)|
|91702-01-36-03|91702|archived         |HOMAN       |JEROEN  |GRO_J1655-40|16 54 00.2|-39 50 46|2005-04-21 17:01:05.4|    4819|    2387|0.024 (GRO J1655-40)|
|91702-01-30-01|91702|archived         |HOMAN       |JEROEN  |GRO_J1655-40|16 54 00.2|-39 50 46|2005-04-12 15:46:14.3|    4261|    2369|0.024 (GRO J1655-40)|
|91702-01-08-03|91702|archived         |HOMAN       |JEROEN  |GRO_J1655-40|16 54 00.2|-39 50 46|2005-03-20 21:52:13.7|    2844|    2367|0.024 (GRO J1655-40)|
|91702-01-52-10|91702|archived         |HOMAN       |JEROEN  |GRO_J1655-40|16 54 00.2|-39 50 46|2005-09-06 14:54:55.9|    4623|    2347|0.024 (GRO J1655-40)|
|91702-01-50-13|91702|archived         |HOMAN       |JEROEN  |GRO_J1655-40|16 54 00.2|-39 50 46|2005-09-06 20:50:29.8|    2763|    2337|0.024 (GRO J1655-40)|
|91702-01-69-02|91702|archived         |HOMAN       |JEROEN  |GRO_J1655-40|16 54 00.2|-39 50 46|2005-05-31 16:47:30.6|    3508|    2335|0.024 (GRO J1655-40)|
|91702-01-73-01|91702|archived         |HOMAN       |JEROEN  |GRO_J1655-40|16 54 00.2|-39 50 46|2005-06-09 13:04:39.4|    4989|    2321|0.024 (GRO J1655-40)|
|91702-01-77-00|91702|archived         |HOMAN       |JEROEN  |GRO_J1655-40|16 54 00.2|-39 50 46|2005-06-10 10:57:40.6|    3789|    2318|0.024 (GRO J1655-40)|
|91702-01-31-02|91702|archived         |HOMAN       |JEROEN  |GRO_J1655-40|16 54 00.2|-39 50 46|2005-04-13 17:00:47.2|    3821|    2305|0.024 (GRO J1655-40)|
|10263-02-01-00|10263|archived         |GILES       |ALAN    |GRO_J1655-40|16 54 00.0|-39 50 45|1996-05-12 16:50:59.7|    4359|    2278|0.027 (GRO J1655-40)|
|91702-01-44-15|91702|archived         |HOMAN       |JEROEN  |GRO_J1655-40|16 54 00.2|-39 50 46|2005-10-20 15:24:03.7|    3119|    2267|0.024 (GRO J1655-40)|
|91702-01-49-13|91702|archived         |HOMAN       |JEROEN  |GRO_J1655-40|16 54 00.2|-39 50 46|2005-09-01 13:27:34.8|    3100|    2263|0.024 (GRO J1655-40)|
|91702-01-40-03|91702|archived         |HOMAN       |JEROEN  |GRO_J1655-40|16 54 00.2|-39 50 46|2005-04-25 11:57:41.8|    3720|    2249|0.024 (GRO J1655-40)|
|91702-01-24-02|91702|archived         |HOMAN       |JEROEN  |GRO_J1655-40|16 54 00.2|-39 50 46|2005-04-06 02:15:06.9|    2786|    2227|0.024 (GRO J1655-40)|
|91702-01-98-01|91702|archived         |HOMAN       |JEROEN  |GRO_J1655-40|16 54 00.2|-39 50 46|2005-07-04 06:09:10.4|    3185|    2201|0.024 (GRO J1655-40)|
|91702-01-56-01|91702|archived         |HOMAN       |JEROEN  |GRO_J1655-40|16 54 00.2|-39 50 46|2005-05-15 10:07:40.8|    2715|    2194|0.024 (GRO J1655-40)|
|10261-01-02-00|10261|archived         |CHEN        |WAN     |GRO_J1655-40|16 54 00.0|-39 50 45|1996-05-20 13:50:12.2|    2575|    2192|0.027 (GRO J1655-40)|
|91702-01-96-01|91702|archived         |HOMAN       |JEROEN  |GRO_J1655-40|16 54 00.2|-39 50 46|2005-07-04 07:44:14.5|    2964|    2190|0.024 (GRO J1655-40)|
|91702-01-21-12|91702|archived         |HOMAN       |JEROEN  |GRO_J1655-40|16 54 00.2|-39 50 46|2005-08-01 05:33:49.2|    4681|    2182|0.024 (GRO J1655-40)|
